,fpc,0.x,0.y,1.x,1.y,2.x,2.y,3.x,3.y,4.x,4.y,5.x,5.y,6.x,6.y,7.x,7.y,8.x,8.y,9.x,9.y,10.x,10.y,11.x,11.y,12.x,12.y,13.x,13.y,14.x,14.y
135,670,368,213,352,245,320,240,304,298,272,352,384,245,424,202,384,176,360,346,336,346,280,368,368,378,376,346,440,373,368,368
136,675,368,213,360,240,320,240,304,293,280,341,384,245,424,202,384,176,360,346,336,346,280,373,368,378,376,341,440,373,360,368
137,680,368,213,360,234,328,234,304,288,272,336,392,240,424,202,384,176,352,341,336,341,280,373,368,378,376,341,440,373,360,368
138,685,368,208,360,234,328,229,304,282,272,325,392,240,424,202,384,176,352,341,336,341,280,373,368,378,376,341,440,373,360,368
139,690,368,208,360,234,328,229,296,277,264,320,392,240,424,202,384,176,352,341,336,341,280,373,368,378,376,341,440,373,360,368
140,695,368,208,360,234,328,224,296,272,256,309,392,240,424,202,384,176,352,341,336,341,280,373,376,384,376,341,440,373,360,368
141,700,368,208,360,234,328,224,288,272,256,304,392,240,424,202,384,176,352,341,336,341,280,373,376,384,376,346,440,373,360,368
142,705,368,208,360,229,328,224,288,266,256,298,392,240,424,202,384,176,352,346,336,346,280,373,376,384,376,346,440,373,360,368
143,710,368,208,360,229,328,224,288,266,-1,-1,392,240,424,202,256,298,352,341,336,341,280,373,376,384,376,341,440,373,360,368
144,715,376,208,360,234,328,224,288,266,264,293,392,240,424,208,256,298,352,341,336,346,280,373,376,384,376,341,440,373,360,368
145,720,376,208,360,234,328,224,288,266,264,298,392,240,424,208,392,181,352,341,336,341,280,373,368,378,376,346,440,373,360,368
146,725,376,208,360,234,328,229,288,272,264,298,392,240,424,208,392,181,352,346,336,346,280,373,368,378,376,346,440,373,360,368
147,730,376,213,360,234,328,229,288,272,264,298,392,240,424,208,392,181,352,346,336,346,280,373,368,378,376,346,440,373,360,368
148,735,376,213,360,234,320,229,288,272,264,298,392,245,424,208,392,181,352,346,336,341,280,373,368,378,376,346,440,373,360,368
149,740,376,213,360,240,320,234,288,277,-1,-1,392,245,424,208,392,181,352,346,336,346,280,373,368,378,376,346,440,373,360,368
150,745,376,213,352,240,320,234,288,277,264,304,392,245,432,208,392,181,352,346,336,346,280,373,368,378,376,346,440,373,368,368
151,750,376,213,352,240,320,240,288,282,264,309,392,245,424,208,392,181,352,346,336,346,280,368,368,378,376,346,440,373,368,368
152,755,368,213,352,240,320,240,288,282,264,309,392,245,432,208,392,181,352,341,336,341,280,368,368,378,376,341,440,373,368,368
