,fpc,0.x,0.y,1.x,1.y,2.x,2.y,3.x,3.y,4.x,4.y,5.x,5.y,6.x,6.y,7.x,7.y,8.x,8.y,9.x,9.y,10.x,10.y,11.x,11.y,12.x,12.y,13.x,13.y,14.x,14.y
208,1035,368,122,368,165,344,165,296,170,256,165,400,160,448,160,488,160,376,256,352,256,432,325,472,378,392,256,320,325,280,378
209,1040,368,122,368,165,344,165,296,170,256,165,400,165,440,160,480,160,376,256,352,256,320,325,472,384,400,256,432,320,280,384
210,1045,368,122,368,165,336,165,296,170,248,165,400,160,440,165,488,160,376,256,352,256,320,325,280,378,400,256,432,320,272,384
211,1050,368,122,368,165,336,165,296,170,248,165,400,160,440,165,488,160,376,256,352,256,432,325,472,384,400,256,320,325,280,384
212,1055,368,122,368,165,336,165,296,170,256,165,400,165,448,165,488,160,376,256,352,256,320,325,280,378,400,256,432,320,280,384
213,1060,368,122,368,165,336,165,296,170,256,165,400,165,448,165,488,160,376,256,352,256,320,325,472,384,400,256,432,320,280,384
214,1065,368,122,368,165,336,165,296,170,256,165,400,160,448,165,488,160,376,256,352,256,320,325,280,378,400,256,432,320,472,378
215,1070,368,122,368,165,344,165,296,170,256,165,400,160,448,165,488,160,376,256,352,256,320,325,280,378,400,256,432,320,472,378
216,1075,368,122,376,165,344,165,296,170,256,165,400,160,448,165,488,160,376,256,352,256,320,325,280,378,400,256,432,320,280,384
217,1080,368,122,376,165,344,165,296,165,256,165,400,160,448,160,488,160,376,256,352,256,320,325,280,378,400,256,432,320,472,378
218,1085,368,122,376,165,344,165,296,165,256,165,400,160,448,160,488,160,376,256,352,256,432,325,472,378,400,256,320,325,280,378
219,1090,368,122,376,160,344,165,296,165,256,165,400,160,448,160,488,160,376,256,352,256,320,325,280,378,400,256,432,325,472,384
220,1095,368,122,368,160,344,165,296,165,248,160,400,160,448,160,488,160,376,250,352,250,432,325,472,384,400,250,320,325,280,378
221,1100,368,122,368,160,344,165,296,165,256,165,400,160,440,160,488,160,376,256,352,256,320,320,472,378,400,256,320,325,280,378
222,1105,368,122,368,160,336,165,296,165,248,165,400,160,448,160,488,154,376,256,352,256,320,325,280,378,400,256,432,325,472,384
223,1110,368,122,368,160,336,165,296,165,248,165,400,160,448,160,488,154,376,256,352,256,320,325,280,378,400,256,440,325,472,384
224,1115,368,122,368,160,336,165,296,165,248,165,400,160,448,160,488,154,376,256,352,256,320,325,280,378,400,256,432,325,472,384
225,1120,368,122,368,160,336,165,296,165,248,165,400,160,448,160,488,154,376,256,352,256,320,325,280,378,400,256,432,325,480,384
226,1125,368,122,368,160,336,165,296,165,248,165,400,160,448,160,488,154,376,256,352,256,320,325,280,378,400,256,432,325,472,384
227,1130,368,122,368,160,336,165,296,165,256,165,400,160,448,160,488,160,376,256,352,261,320,320,280,378,400,256,432,325,480,384
228,1135,368,122,368,160,336,165,296,170,248,165,400,160,440,160,488,160,376,256,352,261,320,320,280,378,400,256,432,320,480,384
229,1140,368,122,368,165,336,165,288,170,248,165,392,160,440,160,480,160,368,261,352,261,312,314,280,378,392,261,432,325,480,384
230,1145,360,128,360,165,336,165,288,170,248,170,392,160,440,160,480,160,368,261,344,261,304,314,280,378,392,261,432,325,480,384
231,1150,360,128,360,165,328,170,288,176,240,170,392,165,440,165,480,160,368,266,344,266,296,309,280,378,392,266,432,325,480,384
232,1155,352,133,360,170,328,170,280,176,240,170,384,165,440,165,480,160,360,266,344,266,296,309,280,378,384,261,432,330,480,384
233,1160,352,133,352,170,328,170,280,176,232,170,384,170,432,165,472,165,360,266,336,266,288,309,280,378,384,266,424,325,472,384
234,1165,352,133,352,170,320,176,280,181,232,176,376,170,424,170,472,165,360,266,336,266,288,309,280,378,384,266,424,325,472,384
235,1170,344,138,352,176,320,176,272,181,232,176,376,170,424,170,464,165,360,272,336,272,280,309,280,384,384,272,424,325,472,384
236,1175,344,138,344,176,320,181,272,181,232,176,376,176,424,170,464,165,360,272,336,272,280,309,280,384,376,272,424,330,472,378
237,1180,344,138,344,176,320,181,272,181,232,176,376,176,424,170,464,165,352,272,328,272,280,309,280,378,376,272,424,330,472,378
238,1185,344,138,344,181,320,181,272,181,232,176,376,176,424,176,464,165,352,277,328,277,280,309,280,378,376,277,424,330,472,378
239,1190,344,144,344,181,320,181,272,181,232,176,376,181,424,176,464,170,352,277,328,277,272,309,280,378,376,277,416,330,472,378
240,1195,344,144,344,181,320,181,272,181,232,176,376,181,424,176,464,170,352,277,328,277,272,309,280,378,376,277,416,330,472,378
241,1200,344,144,344,181,320,181,272,181,232,176,376,181,424,176,464,170,352,282,328,277,272,309,280,378,368,282,424,336,472,378
242,1205,344,144,344,181,312,186,272,186,232,176,376,181,424,181,464,176,352,282,328,277,272,309,280,378,368,282,424,336,472,378
243,1210,344,144,344,186,312,186,264,186,232,181,368,181,416,181,464,176,344,282,320,282,272,309,280,384,368,282,416,330,472,378
244,1215,344,149,344,186,312,186,264,186,224,181,368,181,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,330,472,378
245,1220,344,149,344,186,312,186,264,186,224,181,368,181,416,181,464,176,344,282,320,282,272,309,280,378,368,282,416,330,472,384
246,1225,336,149,344,186,312,186,264,186,224,181,368,181,416,181,456,176,344,282,320,282,272,309,280,378,368,282,416,330,472,378
247,1230,336,149,336,186,312,186,264,186,224,181,368,186,416,181,464,181,344,282,320,282,272,309,280,378,368,282,416,330,472,384
248,1235,336,149,344,186,312,186,264,186,224,181,368,186,416,181,464,181,344,282,320,282,272,309,280,378,368,282,416,336,472,384
249,1240,336,149,344,186,312,186,264,186,224,181,368,186,416,181,464,181,344,282,320,282,272,309,280,378,368,282,416,336,472,384
250,1245,336,149,336,186,312,186,264,186,224,181,368,186,416,181,456,181,344,282,320,282,264,309,280,378,368,282,416,336,472,378
251,1250,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,264,309,280,378,368,288,416,336,472,384
252,1255,336,149,336,186,312,186,264,192,224,186,368,186,416,181,464,181,344,282,320,282,264,309,280,378,368,282,416,336,472,378
253,1260,336,149,336,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,264,309,280,378,368,282,416,336,472,384
254,1265,336,149,336,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,330,472,378
255,1270,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,176,344,282,320,282,272,309,280,378,368,282,416,330,472,378
256,1275,336,149,336,186,312,192,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,336,472,378
257,1280,336,149,336,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,330,472,378
258,1285,336,149,344,186,312,186,264,192,224,181,368,186,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,330,472,378
259,1290,336,149,344,186,312,186,264,186,224,181,368,186,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,330,472,378
260,1295,336,149,336,186,312,186,264,192,224,181,368,186,416,181,464,181,344,282,320,282,272,309,280,378,368,282,416,330,472,378
261,1300,336,149,336,186,312,186,264,192,224,181,368,186,416,186,464,181,344,282,320,282,272,309,280,378,368,282,416,336,472,378
262,1305,336,149,336,186,312,186,264,186,224,181,368,186,416,186,464,181,344,282,320,282,272,309,280,378,368,282,416,330,472,378
263,1310,336,149,344,186,312,186,264,186,224,181,368,186,416,181,464,181,344,282,320,282,272,309,280,378,368,282,416,330,472,378
264,1315,336,149,336,186,312,192,264,192,224,181,368,186,416,186,464,181,344,282,320,282,272,309,280,384,368,288,408,330,472,378
265,1320,336,149,344,186,312,192,264,192,224,181,368,186,416,181,456,181,344,282,320,282,264,309,280,384,368,282,416,330,472,378
266,1325,336,149,336,186,312,192,264,192,224,181,368,186,408,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,378
267,1330,336,149,336,186,312,186,264,186,224,181,368,186,408,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,378
268,1335,336,149,344,186,312,186,264,186,224,181,368,186,408,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,378
269,1340,336,149,336,186,312,186,264,186,224,181,368,181,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,378
270,1345,336,149,344,186,312,186,264,186,224,181,368,181,416,181,464,181,344,282,320,282,272,309,280,384,368,282,416,330,472,384
271,1350,336,149,344,186,312,186,264,186,224,181,368,186,416,181,464,181,344,282,320,282,272,309,280,384,368,282,416,330,472,384
272,1355,336,149,344,186,312,186,264,192,224,181,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,378
273,1360,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,384
274,1365,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,384
275,1370,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,384
276,1375,336,149,344,186,312,186,264,192,224,192,368,186,408,181,456,176,344,282,320,282,272,309,280,384,368,282,416,330,472,384
277,1380,336,149,344,186,312,186,264,192,224,192,368,186,416,181,456,176,344,282,320,282,272,309,280,384,368,282,416,330,472,384
278,1385,336,149,336,186,312,186,264,192,224,192,368,186,408,181,456,176,344,282,320,282,272,309,280,384,368,282,416,330,472,384
279,1390,336,149,344,186,312,186,264,192,224,192,368,186,416,181,456,176,344,282,320,282,272,309,280,384,368,282,416,330,472,384
280,1395,336,149,344,186,312,186,272,192,224,192,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,378
281,1400,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,384
282,1405,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,384
283,1410,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,384
284,1415,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,336,472,384
285,1420,336,149,344,186,312,186,272,192,224,186,368,186,424,181,464,181,344,282,320,282,272,309,280,384,368,282,416,330,472,384
286,1425,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,330,472,384
287,1430,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,336,472,384
288,1435,336,149,344,186,312,186,264,186,224,181,368,186,416,181,456,181,344,282,320,282,272,309,280,384,368,282,416,336,472,384
289,1440,336,149,344,186,312,186,264,186,224,181,368,186,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,330,472,384
290,1445,336,149,344,186,312,186,264,186,224,181,368,186,416,181,456,176,344,282,320,282,272,309,280,378,368,282,416,330,472,384
291,1450,336,149,344,186,312,186,264,192,224,181,368,186,416,181,456,176,344,282,320,282,272,309,280,378,368,282,416,330,472,384
292,1455,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,176,344,282,320,282,272,309,280,378,368,282,416,336,472,384
293,1460,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,336,472,384
294,1465,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,336,472,384
295,1470,336,149,344,186,312,186,264,192,224,186,376,186,416,181,464,181,344,282,320,282,272,309,280,384,368,282,416,336,472,384
296,1475,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,336,472,384
297,1480,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,336,472,384
298,1485,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,280,378,368,282,416,336,472,384
299,1490,336,149,344,186,312,186,264,192,224,186,368,186,416,181,464,181,344,282,320,282,272,309,280,378,368,282,416,336,472,384
300,1495,336,149,344,186,312,186,264,192,224,186,368,186,416,181,464,181,344,282,320,282,272,309,272,384,368,282,416,336,472,384
301,1500,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,272,378,368,282,416,330,472,384
302,1505,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,272,378,368,282,416,330,472,384
303,1510,336,149,344,186,312,186,264,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,272,384,368,282,416,336,472,384
304,1515,328,154,344,186,312,186,272,192,224,186,368,186,416,181,456,181,344,282,320,282,272,309,272,384,368,282,416,330,472,384
305,1520,328,160,344,186,312,186,272,192,224,181,368,186,416,181,456,181,344,282,320,282,272,309,272,384,368,282,416,330,472,378
306,1525,320,165,344,186,312,186,272,192,224,181,368,186,416,181,456,181,344,282,328,282,272,309,272,378,368,282,416,330,472,378
307,1530,320,165,344,186,312,186,272,186,224,181,368,186,416,181,464,176,344,282,328,282,272,309,280,378,368,282,416,330,472,378
308,1535,320,165,344,186,312,186,272,186,224,181,368,186,416,181,464,176,344,282,328,282,272,309,280,378,368,282,416,330,472,378
309,1540,320,165,344,186,312,186,272,186,224,181,368,186,416,181,464,176,352,282,328,282,272,309,280,378,368,282,416,330,472,378
310,1545,320,165,344,186,312,186,272,186,224,181,368,186,416,181,464,176,352,282,328,282,272,309,280,378,368,282,416,330,472,378
311,1550,320,165,344,186,312,186,272,186,224,181,368,186,416,181,464,181,344,282,328,282,272,309,280,378,368,282,416,330,472,384
312,1555,328,165,344,186,312,186,272,186,224,181,368,186,416,181,464,181,344,282,328,282,272,309,272,378,368,282,416,330,472,384
313,1560,328,165,344,186,312,186,272,186,224,181,368,186,416,181,464,176,352,282,328,282,272,309,272,378,368,282,416,330,472,384
314,1565,328,165,344,186,320,186,272,186,232,181,376,181,416,181,464,176,352,282,328,282,272,309,280,378,368,282,416,330,472,384
315,1570,328,165,344,186,312,186,272,186,232,181,368,186,416,181,464,176,352,282,328,282,272,309,280,378,368,282,416,330,472,384
316,1575,320,165,344,186,312,186,272,186,224,181,368,181,416,181,464,176,352,282,328,282,272,309,280,378,368,282,416,330,472,384
317,1580,320,165,344,186,312,192,272,192,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,472,378
318,1585,320,165,344,186,312,192,264,192,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,472,378
319,1590,320,165,344,186,312,192,272,192,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,472,378
320,1595,320,165,344,186,312,192,272,192,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,378,368,282,416,330,472,384
321,1600,320,165,344,186,312,192,272,192,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,378,368,282,416,330,472,384
322,1605,320,165,344,186,312,192,272,192,224,181,368,186,416,181,464,181,344,288,320,282,272,309,272,384,368,288,416,330,472,384
323,1610,320,165,344,186,312,192,272,192,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,288,416,330,472,384
324,1615,320,165,344,186,312,192,264,192,224,186,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,288,416,330,472,378
325,1620,320,165,344,186,312,192,264,192,224,186,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,472,378
326,1625,320,165,344,186,312,192,272,192,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,472,378
327,1630,328,165,344,186,320,186,272,192,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,472,378
328,1635,320,165,344,186,320,186,272,192,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,472,378
329,1640,320,165,344,186,320,192,272,192,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,472,378
330,1645,320,160,344,186,320,192,264,186,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,480,384
331,1650,328,154,344,186,320,186,264,186,224,181,368,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,480,384
332,1655,336,149,344,186,312,186,264,186,224,181,368,186,416,181,464,170,344,282,328,282,272,309,272,384,368,282,416,330,480,384
333,1660,344,149,344,186,312,186,264,186,224,181,368,186,416,181,456,170,344,282,328,282,272,309,272,384,368,282,416,330,472,378
334,1665,344,149,344,186,312,186,272,186,232,181,376,186,416,181,464,170,352,282,328,282,272,309,272,384,368,282,416,330,472,378
335,1670,344,149,344,186,320,186,272,186,232,181,376,186,424,181,464,170,352,282,328,282,272,309,272,384,376,282,416,330,472,378
336,1675,344,149,344,186,320,186,272,186,232,181,376,186,424,181,464,170,352,282,328,282,272,309,272,384,376,282,416,330,472,378
337,1680,344,149,344,186,312,186,272,186,232,181,376,181,424,181,464,176,352,282,328,282,272,309,272,384,376,282,424,336,472,378
338,1685,344,149,344,186,320,186,272,186,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,424,336,472,378
339,1690,344,149,344,186,320,186,272,186,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,424,336,472,378
340,1695,344,149,344,186,312,186,272,186,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,472,378
341,1700,344,149,344,186,312,186,272,192,232,181,376,186,416,181,464,176,344,282,320,282,272,309,272,384,368,282,416,330,472,378
342,1705,344,149,344,186,312,186,272,192,232,181,376,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,472,378
343,1710,344,149,344,186,312,192,272,192,232,181,376,186,416,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
344,1715,344,149,344,186,312,192,272,192,232,181,376,186,416,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
345,1720,344,149,344,186,320,192,272,192,232,181,376,186,416,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
346,1725,344,149,344,186,312,192,272,192,232,181,376,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,480,384
347,1730,344,149,344,186,320,186,272,192,232,181,376,186,416,181,464,176,344,282,328,282,272,309,272,384,368,282,416,330,480,384
348,1735,344,149,344,186,320,186,272,192,232,181,376,186,416,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
349,1740,344,149,344,186,320,186,272,192,232,186,376,186,424,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
350,1745,344,149,344,186,320,192,272,192,232,186,376,186,416,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
351,1750,344,149,344,186,320,186,272,192,232,186,376,186,424,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
352,1755,344,149,344,186,320,186,272,192,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
353,1760,344,149,344,186,320,186,272,186,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
354,1765,344,149,344,186,320,186,272,186,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,368,282,424,330,480,384
355,1770,344,149,344,186,320,186,272,186,232,181,376,181,424,181,464,170,352,282,328,282,272,309,272,384,368,282,424,330,480,384
356,1775,344,149,344,186,320,186,272,186,232,181,376,181,424,176,464,170,352,282,328,282,272,309,272,384,368,282,416,330,480,384
357,1780,344,149,344,186,320,186,272,186,232,181,376,181,424,176,464,170,352,282,328,282,272,309,272,384,368,282,416,330,480,384
358,1785,344,149,344,186,312,186,272,186,232,181,376,181,424,176,464,170,352,282,328,282,272,309,272,384,376,282,424,330,480,384
359,1790,344,149,344,186,320,186,272,186,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
360,1795,344,149,344,186,320,186,272,186,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
361,1800,344,149,344,186,320,186,272,192,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
362,1805,344,149,344,186,320,186,272,192,232,186,376,186,424,181,464,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
363,1810,344,149,344,186,320,186,272,192,232,186,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
364,1815,344,149,344,186,320,186,272,192,232,186,376,181,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
365,1820,344,149,344,186,320,186,272,192,232,186,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
366,1825,344,149,344,186,320,186,272,192,232,186,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
367,1830,344,149,344,186,320,186,272,192,232,186,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
368,1835,344,149,344,186,320,186,272,192,232,186,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
369,1840,344,149,344,186,320,186,272,192,232,186,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
370,1845,344,149,344,186,320,186,272,192,232,186,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
371,1850,344,149,344,186,320,186,272,186,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
372,1855,344,149,344,186,320,186,272,186,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
373,1860,344,149,344,186,320,186,272,186,232,181,376,181,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
374,1865,344,149,344,186,320,186,272,186,232,186,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
375,1870,344,149,344,186,320,186,272,186,232,181,376,186,424,181,472,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
376,1875,344,149,344,186,320,186,272,186,232,181,376,181,424,181,472,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
377,1880,344,149,352,186,320,186,272,192,232,181,376,186,424,181,464,176,352,282,328,282,272,309,272,384,376,282,416,330,480,384
378,1885,344,149,344,186,320,186,272,192,232,186,376,181,424,181,472,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
379,1890,344,149,344,186,320,186,272,186,232,186,376,181,424,181,472,176,352,282,328,282,272,309,272,384,368,282,416,330,480,384
380,1895,344,149,344,186,320,186,272,186,232,181,376,181,424,176,480,384,352,282,328,277,272,309,272,384,368,282,416,330,480,384
381,1900,344,149,344,186,320,186,272,186,232,181,376,181,424,181,464,170,352,282,328,282,272,309,272,384,368,282,416,330,480,384
